Case ID,Case Type,Court,Judge Name,Date,Plaintiff,Defendant,Case Summary,Key Arguments,Verdict,Appeal Status,Legal References,Outcome Summary
4908,Family Law,District Court,Justice Nair,2023-05-01,Party_405,Party_683,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Joint Custody,Appeal Dismissed,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4909,Family Law,High Court,Justice Kumar,2024-08-11,Party_248,Party_783,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,Appeal Dismissed,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
4910,Criminal Case,High Court,Justice Kumar,2022-10-08,Party_244,Party_859,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,Companies Act 2013,Guilty with reference to Companies Act 2013.
4911,Civil Dispute,Family Court,Justice Reddy,2022-12-11,Party_439,Party_623,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Dismissed,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4912,Family Law,NCLT,Justice Mehta,2016-02-24,Party_222,Party_511,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,No Appeal,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
4913,Civil Dispute,Supreme Court,Justice Reddy,2017-12-27,Party_357,Party_616,Legal dispute over civil dispute issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4914,Constitutional,District Court,Justice Nair,2020-05-28,Party_300,Party_954,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Pending,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
4915,Constitutional,Supreme Court,Justice Mehta,2021-07-17,Party_16,Party_781,Legal dispute over constitutional issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
4916,Family Law,Supreme Court,Justice Nair,2016-12-20,Party_80,Party_678,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Pending,"Constitution of India, Article 21","In favor of Defendant with reference to Constitution of India, Article 21."
4917,Criminal Case,High Court,Justice Reddy,2023-01-05,Party_479,Party_755,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4918,Corporate Law,Family Court,Justice Sharma,2023-07-28,Party_181,Party_977,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Dismissed,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
4919,Constitutional,NCLT,Justice Nair,2020-12-21,Party_363,Party_832,Legal dispute over constitutional issue.,"Arguments presented based on IPC Section 378, 323.",Not Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
4920,Civil Dispute,District Court,Justice Kumar,2021-01-23,Party_414,Party_984,Legal dispute over civil dispute issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Pending,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
4921,Civil Dispute,NCLT,Justice Sharma,2020-06-26,Party_227,Party_928,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Joint Custody,Appeal Dismissed,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4922,Criminal Case,NCLT,Justice Nair,2024-10-12,Party_231,Party_582,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
4923,Family Law,Family Court,Justice Mehta,2024-02-08,Party_147,Party_855,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4924,Constitutional,NCLT,Justice Reddy,2024-06-03,Party_447,Party_504,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4925,Family Law,Family Court,Justice Mehta,2023-08-28,Party_270,Party_595,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,No Appeal,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
4926,Family Law,Family Court,Justice Sharma,2021-01-04,Party_303,Party_933,Legal dispute over family law issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
4927,Family Law,NCLT,Justice Kumar,2015-09-08,Party_23,Party_790,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,No Appeal,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
4928,Constitutional,Supreme Court,Justice Kumar,2017-04-27,Party_293,Party_713,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,No Appeal,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4929,Constitutional,District Court,Justice Kumar,2017-10-07,Party_279,Party_581,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,No Appeal,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4930,Constitutional,Supreme Court,Justice Sharma,2018-10-09,Party_77,Party_548,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4931,Civil Dispute,Family Court,Justice Reddy,2018-09-22,Party_259,Party_675,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,Appeal Pending,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
4932,Criminal Case,Family Court,Justice Nair,2020-12-13,Party_68,Party_588,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4933,Civil Dispute,Family Court,Justice Kumar,2022-09-20,Party_369,Party_586,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Pending,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
4934,Civil Dispute,NCLT,Justice Nair,2021-04-27,Party_199,Party_738,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,No Appeal,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
4935,Criminal Case,High Court,Justice Mehta,2018-05-10,Party_218,Party_743,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Pending,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
4936,Constitutional,Family Court,Justice Nair,2020-11-14,Party_420,Party_903,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,Appeal Pending,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
4937,Family Law,NCLT,Justice Nair,2018-09-22,Party_391,Party_945,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Joint Custody,Appeal Pending,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
4938,Civil Dispute,High Court,Justice Nair,2020-05-17,Party_111,Party_744,Legal dispute over civil dispute issue.,"Arguments presented based on Constitution of India, Article 21.",Guilty,Appeal Pending,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
4939,Corporate Law,NCLT,Justice Nair,2016-06-05,Party_52,Party_774,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,No Appeal,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
4940,Civil Dispute,Supreme Court,Justice Kumar,2017-10-09,Party_172,Party_502,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
4941,Corporate Law,District Court,Justice Nair,2023-07-03,Party_256,Party_531,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Dismissed,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4942,Constitutional,Supreme Court,Justice Nair,2016-07-30,Party_112,Party_979,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,No Appeal,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
4943,Corporate Law,Supreme Court,Justice Mehta,2018-01-30,Party_273,Party_771,Legal dispute over corporate law issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,"IPC Section 378, 323","Guilty with reference to IPC Section 378, 323."
4944,Constitutional,High Court,Justice Mehta,2020-03-25,Party_381,Party_589,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Dismissed,"Constitution of India, Article 21","Not Guilty with reference to Constitution of India, Article 21."
4945,Constitutional,Supreme Court,Justice Mehta,2015-12-03,Party_67,Party_883,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Dismissed,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
4946,Constitutional,High Court,Justice Mehta,2023-10-07,Party_110,Party_629,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,No Appeal,Hindu Marriage Act 1955,Joint Custody with reference to Hindu Marriage Act 1955.
4947,Family Law,Supreme Court,Justice Sharma,2020-09-09,Party_88,Party_842,Legal dispute over family law issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
4948,Criminal Case,District Court,Justice Nair,2015-07-15,Party_436,Party_809,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","Joint Custody with reference to Article 300A, Transfer of Property Act 1882."
4949,Family Law,Supreme Court,Justice Kumar,2024-03-31,Party_222,Party_558,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
4950,Civil Dispute,District Court,Justice Mehta,2015-02-22,Party_201,Party_969,Legal dispute over civil dispute issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,No Appeal,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
4951,Family Law,NCLT,Justice Reddy,2017-04-12,Party_162,Party_708,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
4952,Civil Dispute,NCLT,Justice Nair,2019-11-28,Party_135,Party_727,Legal dispute over civil dispute issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Pending,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
4953,Family Law,District Court,Justice Nair,2021-11-06,Party_213,Party_888,Legal dispute over family law issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,No Appeal,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
4954,Corporate Law,District Court,Justice Nair,2023-11-03,Party_446,Party_962,Legal dispute over corporate law issue.,"Arguments presented based on Constitution of India, Article 21.",Not Guilty,Appeal Dismissed,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
